json_file,outcome_label,in_paid_upload,in_not_paid_upload
SAINT_GIOVANNI_DE_LA_MODE_LTD.json,unlabelled,False,False
rothwell local store ltd.json,unlabelled,False,False
Rosethorn Studio Ltd.json,unlabelled,False,False
Richer Education.json,unlabelled,False,False
Retail 24 Ltd.json,unlabelled,False,False
R W Waste Ltd.json,unlabelled,False,False
Punchard Group Ltd.json,unlabelled,False,False
ps & sons ltd.json,unlabelled,False,False
Prudent Healthcare Services Ltd.json,unlabelled,False,False
Post Production Sorted Ltd.json,unlabelled,False,False
Porkies Ltd.json,unlabelled,False,False
Platform 10 Ltd.json,unlabelled,False,False
Phoenix Group Services Ltd.json,unlabelled,False,False
Pemienterprize Ltd.json,unlabelled,False,False
Nikolov 92 Ltd.json,unlabelled,False,False
MSFMart UK Ltd.json,unlabelled,False,False
Mr Eats Group Ltd.json,unlabelled,False,False
Moonlight SMC Ltd.json,unlabelled,False,False
Mh Home Renovations Ltd.json,unlabelled,False,False
Mecn Marketing Ltd.json,unlabelled,False,False
Lopez Plant Hire Ltd.json,unlabelled,False,False
Master Brewer Ltd.json,unlabelled,False,False
Marvellous Glow Ltd.json,unlabelled,False,False
Manzil Property Management.json,unlabelled,False,False
Maj Trade Ltd.json,unlabelled,False,False
Lumi SKN Ltd.json,unlabelled,False,False
Kurkland Ltd.json,unlabelled,False,False
Krafty Designs 4 You Limited.json,unlabelled,False,False
King of Steel Media Ltd.json,unlabelled,False,False
Kids Tech Company Ltd.json,unlabelled,False,False
Ketco Direct Limited.json,unlabelled,False,False
Kam marketing Group Limited.json,unlabelled,False,False
JB Bars Ltd.json,unlabelled,False,False
Jay Heath Ltd.json,unlabelled,False,False
Ivy Aesthetic Clinic Academy Ltd.json,unlabelled,False,False
HumbleEgg Ltd.json,unlabelled,False,False
Hans Lec Design.json,unlabelled,False,False
Hemming Logistics Ltd.json,unlabelled,False,False
Hewitt and Hyland Leisure Ltd.json,unlabelled,False,False
Harley Street Hair Transplants.json,unlabelled,False,False
Regulatory Consultantcy Services Ltd .json,unlabelled,False,False
GreenSec Limited.json,unlabelled,False,False
Gwynne and HHyde Plumbing and Heating Ltd.json,unlabelled,False,False
Gozone Care Ltd.json,unlabelled,False,False
French Sole Ltd.json,unlabelled,False,False
Four the Willows Ltd.json,unlabelled,False,False
Elsco Private Limited.json,unlabelled,False,False
Elpromotions Limited.json,unlabelled,False,False
DTS Materials Ltd.json,unlabelled,False,False
Data4est Ltd.json,unlabelled,False,False
Alex Sounthhampton.json,unlabelled,False,False
Saffron Private Limited.json,unlabelled,False,False
Green Future Search Lab.json,unlabelled,False,False
Drillskillz Consults Limited.json,unlabelled,False,False
The Coven Ltd.json,unlabelled,False,False
BTWBTW Ltd.json,unlabelled,False,False
TradeDesk Team Ltd.json,unlabelled,False,False
AS Cladding and Roofing Ltd.json,unlabelled,False,False
Anthony Healthcare Ltd.json,unlabelled,False,False
All in the wrap Limited.json,unlabelled,False,False
Fylde Conservation Ltd.json,unlabelled,False,False
Shakespeares Shepherd Huts Ltd.json,unlabelled,False,False
SCS Facilities Services Ltd.json,unlabelled,False,False
Meli's Landscaping Ltd.json,unlabelled,False,False
FS Fashionista Ltd.json,unlabelled,False,False
Bunker Publishing.json,unlabelled,False,False
PJ PHOTOGRAPHY LIVERPOOL LIMITED.json,unlabelled,False,False
Apollo Supermarket.json,paid,True,False
XTC Clothing.json,unlabelled,False,False
London21 Ltd.json,unlabelled,False,False
PLH Services Ltd.json,unlabelled,False,False
T44J Ltd.json,unlabelled,False,False
Jemark Ltd.json,unlabelled,False,False
SIMPLY_LOCAL_RICHMOND_LTD.json,unlabelled,False,False
White_canvas.json,unlabelled,False,False
boiler solutions,not_in_all_json_upload,True,False
bound studios ltd app 2,not_in_all_json_upload,False,True
cs sports,not_in_all_json_upload,True,False
ellevate limited,not_in_all_json_upload,False,True
four paws app1,not_in_all_json_upload,True,False
four paws app3,not_in_all_json_upload,True,False
"harbour galley 1,1",not_in_all_json_upload,False,True
moving ewe ltd,not_in_all_json_upload,True,False
moving ewe ltdv2,not_in_all_json_upload,True,False
muscle makers gym limited -app2,not_in_all_json_upload,True,False
sanataire ltd,not_in_all_json_upload,False,True
white canvas bridal ltd,not_in_all_json_upload,True,False
