file,status,transaction_count,date_min,date_max,revenue_total,non_revenue_credit_total,uncategorised_count,failed_payment_count,loan_credit_count,debt_repayment_count,exception_count
JsonExport/DLC Lighting Ltd - GetReportByID.json,ok,1022,2023-07-05,2024-07-05,92632.07,33945.93,0.0,14.0,8.0,85.0,9.0
"JsonExport/DLC Lighting Ltd_0,0.json",ok,1022,2023-07-05,2024-07-05,92632.07,33945.93,0.0,14.0,8.0,85.0,9.0
JsonExport/Dottie dances ltd.json,ok,684,2025-05-22,2026-01-14,6324.38,16240.5,0.0,0.0,3.0,4.0,44.0
JsonExport/Drillskillz Consults Limited - GetReportByID (1)(1).json,ok,529,2023-06-27,2024-06-26,13034.8,45205.77,0.0,0.0,1.0,47.0,11.0
JsonExport/Drillskillz Consults Limited - GetReportByID.json,ok,529,2023-06-28,2024-06-28,13034.8,41705.77,0.0,0.0,1.0,47.0,10.0
"JsonExport/Drillskillz Consults Limited_0,0.json",ok,529,2023-06-28,2024-06-28,13034.8,41705.77,0.0,0.0,1.0,47.0,10.0
JsonExport/Drillskillz Consults Limited_categorized.json,ok,529,2023-06-28,2024-06-28,13034.8,0.0,0.0,0.0,0.0,48.0,0.0
JsonExport/DRIVESNAP LIMITED - GetReportByID.json,ok,462,2024-10-21,2025-05-13,17.98,19093.73,0.0,0.0,2.0,24.0,8.0
JsonExport/DRP decorators ltd.json,ok,287,2025-02-28,2026-02-27,176913.2,32560.0,0.0,0.0,1.0,37.0,3.0
JsonExport/DTS Materials Ltd - Transaction Report.json,ok,100,2024-01-24,2024-02-01,0.0,4579.04,0.0,0.0,0.0,3.0,1.0
"JsonExport/DTS Materials Ltd_0,0.json",ok,100,2024-01-24,2024-02-01,0.0,4579.04,0.0,0.0,0.0,3.0,1.0
JsonExport/Due Auto Motive LTD.json,ok,1139,2024-12-11,2025-12-10,17210.03,88669.74,0.0,4.0,22.0,5.0,37.0
JsonExport/Dybo Travel Limited.json,ok,226,2025-02-26,2025-08-05,17280.75,34801.41,0.0,0.0,0.0,2.0,15.0
JsonExport/E & R IRVING FISHMONGERS LTD.json,ok,341,2025-10-25,2026-05-19,50353.41,20561.93,0.0,0.0,11.0,22.0,7.0
JsonExport/E-gener8.com.json,ok,2153,2023-09-09,2024-09-07,272083.28,1419915.02,0.0,0.0,18.0,110.0,276.0
"JsonExport/E-gener8.com_0,0.json",ok,2153,2023-09-09,2024-09-07,272083.28,1419915.02,0.0,0.0,18.0,110.0,276.0
JsonExport/Echo & Ink.json,ok,284,2025-10-05,2026-05-05,5515.94,2038.69,0.0,0.0,0.0,0.0,1.0
JsonExport/ECO HOME ENHANCEMENTS LTD - GetReportByID.json,ok,862,2024-10-30,2025-05-27,11596.5,109700.0,0.0,0.0,2.0,16.0,33.0
JsonExport/ED MUNIZ SERVICES LTD - GetReportByID.json,ok,589,2024-12-05,2025-05-13,11083.05,30222.24,0.0,0.0,0.0,4.0,10.0
JsonExport/Elar One Ltd.json,ok,578,2024-06-20,2025-01-27,375.69,33304.75,0.0,0.0,2.0,108.0,109.0
JsonExport/ELIJA LIMITED.json,ok,2616,2025-03-27,2026-03-24,16579.43,101106.93,32.0,0.0,37.0,82.0,95.0
JsonExport/Ellevate Limited - GetReportByID (1)(1).json,ok,382,2024-05-29,2025-05-27,47201.0,56167.32,0.0,0.0,0.0,8.0,98.0
JsonExport/Ellevate Limited - GetReportByID 050625.json,ok,377,2024-06-05,2025-06-02,47901.0,55358.89,0.0,0.0,0.0,9.0,97.0
JsonExport/Ellevate Limited - GetReportByID 3.json,ok,388,2024-05-03,2025-05-01,41451.0,49168.37,0.0,0.0,0.0,7.0,99.0
JsonExport/Ellevate Limited - GetReportByID1.json,ok,385,2024-04-28,2025-04-26,40051.0,49708.11,0.0,0.0,0.0,7.0,100.0
JsonExport/Ellevate Limited - GetReportByID2.json,ok,389,2024-05-01,2025-05-01,41451.0,49708.11,0.0,0.0,0.0,7.0,100.0
JsonExport/Ellevate Limited.json,ok,384,2024-04-24,2025-04-23,40051.0,49568.08,0.0,0.0,0.0,7.0,99.0
JsonExport/Ellevate Ltd.json,ok,382,2024-05-22,2025-05-02,46701.0,56333.24,0.0,0.0,0.0,7.0,99.0
JsonExport/Elm Pub Group Ltd TA As The Bull Inn.json,ok,295,2024-03-28,2024-09-04,12440.54,123071.73,0.0,0.0,16.0,14.0,35.0
"JsonExport/Elm Pub Group Ltd TA As The Bull Inn_0,0.json",ok,295,2024-03-28,2024-09-04,12440.54,123071.73,0.0,0.0,16.0,14.0,35.0
JsonExport/Elm Pub Group Ltd TA As The Bull Inn_categorized.json,ok,295,2024-03-28,2024-09-04,12694.54,0.0,0.0,0.0,0.0,30.0,2.0
JsonExport/Elpromotions Limited - Transaction Report.json,ok,100,2024-02-07,2024-03-04,1031.96,3818.1,0.0,0.0,1.0,4.0,3.0
"JsonExport/Elpromotions Limited_0,0.json",ok,100,2024-02-07,2024-03-04,1031.96,3818.1,0.0,0.0,1.0,4.0,3.0
JsonExport/Elpromotions Limited_categorized.json,ok,100,2024-02-07,2024-03-04,946.81,0.0,0.0,0.0,0.0,6.0,0.0
JsonExport/Els Management Ltd.json,ok,1794,2023-09-10,2024-09-10,12522.82,196551.53,0.0,0.0,2.0,87.0,64.0
"JsonExport/Els Management Ltd_0,0.json",ok,1794,2023-09-10,2024-09-10,12522.82,196551.53,0.0,0.0,2.0,87.0,64.0
JsonExport/Els Management Ltd_categorized.json,ok,1794,2023-09-10,2024-09-10,12522.82,196551.53,0.0,0.0,2.0,87.0,64.0
"JsonExport/Els Management Ltd_categorized_0,0.json",ok,1794,2023-09-10,2024-09-10,12522.82,196551.53,0.0,0.0,2.0,87.0,64.0
JsonExport/Elsco Private Limited - Transaction Report.json,ok,100,2024-06-04,2024-06-17,1054.92,101.5,0.0,0.0,0.0,9.0,0.0
"JsonExport/Elsco Private Limited_0,0.json",ok,100,2024-06-04,2024-06-17,1054.92,101.5,0.0,0.0,0.0,9.0,0.0
JsonExport/Elsco Private Limited_categorized.json,ok,100,2024-06-04,2024-06-17,1054.92,0.0,0.0,0.0,0.0,9.0,0.0
JsonExport/EMP MOTORS LTD.json,ok,1630,2024-08-19,2025-08-06,18340.77,292057.21,0.0,4.0,3.0,106.0,117.0
JsonExport/Ephos Group Transaction Report.json,ok,541,2023-08-01,2024-08-01,0.0,362960.0,0.0,3.0,0.0,64.0,64.0
JsonExport/Equinim.json,ok,2697,2025-05-29,2026-04-19,30753.37,206227.49,0.0,0.0,0.0,45.0,46.0
JsonExport/Erfan Carpet.json,ok,318,2024-02-09,2025-01-27,25312.0,2025.66,0.0,0.0,0.0,3.0,18.0
JsonExport/Evopure Ltd.json,ok,916,2024-09-27,2025-09-26,33160.24,174397.6,0.0,1.0,2.0,45.0,43.0
JsonExport/Faith & Love nursery Ltd.json,ok,1088,2024-12-24,2025-12-23,65680.76,30820.4,0.0,2.0,3.0,64.0,11.0
JsonExport/Farm to Fridge Ltd.json,ok,2521,2024-10-14,2025-10-06,10350.64,71238.38,0.0,0.0,7.0,15.0,20.0
JsonExport/firstunicorn ltd.json,ok,14,2026-03-16,2026-05-08,5223.05,50.0,0.0,0.0,0.0,0.0,0.0
JsonExport/Flight training essex LTD - Transaction Report.json,ok,100,2024-01-26,2024-03-17,0.0,10755.86,0.0,0.0,0.0,4.0,3.0
"JsonExport/Flight Training Essex ltd_0,0.json",ok,199,2023-07-10,2024-07-08,3785.4,6954.68,0.0,0.0,0.0,14.0,15.0
JsonExport/Foolgood Salons Ltd.json,ok,625,2024-05-03,2024-09-26,0.0,61997.17,0.0,0.0,32.0,8.0,5.0
JsonExport/Forty3 Media.json,ok,2811,2024-06-30,2025-06-30,50023.55,22204.94,0.0,0.0,2.0,101.0,8.0
JsonExport/Four Paws app1.json,ok,3230,2023-07-08,2024-07-07,137800.11,492370.29,0.0,0.0,8.0,77.0,219.0
JsonExport/Four Paws app3.json,ok,4382,2023-11-04,2024-11-03,127314.47,629671.56,0.0,0.0,5.0,149.0,267.0
JsonExport/Four Paws Walking and Training Limited app 4.json,ok,3183,2024-02-12,2025-02-11,88680.58,556005.73,0.0,0.0,5.0,129.0,237.0
JsonExport/Four Paws Walking And Training Ltd app 4.json,ok,1022,2025-03-06,2025-11-12,74416.83,444514.41,0.0,0.0,1.0,54.0,183.0
JsonExport/Four Paws Walking and Training Ltd app 5.json,ok,123,2025-03-06,2025-04-07,20575.44,106507.78,0.0,0.0,0.0,5.0,22.0
JsonExport/Four Paws Walking and Training Ltd App2.json,ok,3453,2023-08-23,2024-08-23,122381.42,558062.39,0.0,0.0,4.0,103.0,238.0
"JsonExport/Four Paws Walking and Training Ltd App2_1,1.json",ok,3453,2023-08-23,2024-08-23,122381.42,558062.39,0.0,0.0,4.0,103.0,238.0
JsonExport/Four Paws Walking and Training Ltd App2_categorized.json,ok,3453,2023-08-23,2024-08-23,122372.48,0.0,0.0,0.0,1.0,366.0,0.0
"JsonExport/Four Paws Walking and Training Ltd_1,1.json",ok,3230,2023-07-08,2024-07-07,137800.11,492370.29,0.0,0.0,8.0,77.0,219.0
JsonExport/Four the Willows Ltd - Transaction Report.json,ok,100,2024-03-30,2024-04-15,400.0,9758.32,0.0,0.0,0.0,0.0,28.0
"JsonExport/Four the Willows Ltd_0,0.json",ok,100,2024-03-30,2024-04-15,400.0,9758.32,0.0,0.0,0.0,0.0,28.0
JsonExport/French Sole Limited.json,ok,847,2024-02-21,2025-01-02,15706.38,149277.91,0.0,0.0,0.0,31.0,304.0
JsonExport/French sole Ltd - Transaction Report.json,ok,39,2024-02-21,2024-03-11,141.72,14429.02,0.0,0.0,0.0,0.0,19.0
JsonExport/French Sole Ltd.json,ok,39,2024-02-21,2024-03-11,141.72,14429.02,0.0,0.0,0.0,0.0,19.0
"JsonExport/French Sole Ltd_0,0.json",ok,39,2024-02-21,2024-03-11,141.72,14429.02,0.0,0.0,0.0,0.0,19.0
JsonExport/French Sole Ltd_categorized.json,ok,39,2024-02-21,2024-03-11,0.0,0.0,0.0,0.0,0.0,1.0,0.0
JsonExport/FS Fashionista Ltd.json,ok,8020,2023-06-24,2024-06-24,90341.09,190064.64,0.0,0.0,1.0,15.0,240.0
"JsonExport/FS Fashionista Ltd_0,0.json",ok,8020,2023-06-24,2024-06-24,90341.09,190064.64,0.0,0.0,1.0,15.0,240.0
JsonExport/FT Fitness LTD.json,ok,3341,2024-09-24,2025-09-24,40225.04,804198.13,0.0,0.0,6.0,139.0,784.0
JsonExport/Fugazzo Trading Limited Transaction Report.json,ok,218,2023-08-02,2024-08-02,40116.84,3449.98,0.0,0.0,3.0,91.0,1.0
JsonExport/Funk up Events limited.json,ok,1719,2025-04-14,2026-04-13,46899.63,10998.67,0.0,1.0,0.0,0.0,3.0
JsonExport/Furfamilyfair Ltd.json,ok,1061,2023-07-24,2024-07-22,2851.06,79504.3,0.0,2.0,0.0,47.0,4.0
"JsonExport/Furfamilyfair Ltd_0,0.json",ok,1061,2023-07-24,2024-07-22,2851.06,79504.3,0.0,2.0,0.0,47.0,4.0
JsonExport/Furfamilyfair Ltd_categorized.json,ok,1061,2023-07-24,2024-07-22,2851.06,0.0,0.0,2.0,0.0,47.0,0.0
JsonExport/FusionPrint UK Ltd.json,ok,630,2024-07-03,2025-06-29,32027.79,141604.5,0.0,0.0,127.0,81.0,88.0
JsonExport/Future Analytics Ltd - GetReportByID.json,ok,505,2023-08-23,2024-07-22,2560.27,150615.34,0.0,1.0,0.0,12.0,51.0
"JsonExport/Future Analytics Ltd_0,0.json",ok,505,2023-08-23,2024-07-22,2560.27,150615.34,0.0,1.0,0.0,12.0,51.0
JsonExport/Future Analytics Ltd_categorized.json,ok,505,2023-08-23,2024-07-22,2560.27,0.0,0.0,1.0,0.0,12.0,2.0
JsonExport/Fylde conservation Ltd - GetReportByID.json,ok,966,2023-06-27,2024-06-27,62263.83,91732.91,0.0,0.0,0.0,52.0,22.0
"JsonExport/Fylde Conservation Ltd_0,0.json",ok,966,2023-06-27,2024-06-27,62263.83,91732.91,0.0,0.0,0.0,52.0,22.0
JsonExport/Gas Records.json,ok,234,2023-11-22,2024-09-04,9417.2,17498.4,0.0,15.0,3.0,7.0,31.0
"JsonExport/Gas Records_0,0.json",ok,234,2023-11-22,2024-09-04,9417.2,17498.4,0.0,15.0,3.0,7.0,31.0
JsonExport/Gas Records_categorized.json,ok,234,2023-11-22,2024-09-04,9417.2,0.0,0.0,15.0,0.0,10.0,0.0
JsonExport/GC Bike Repairs Ltd - App3 - GetReportByID.json,ok,2452,2024-04-28,2025-04-28,199987.56,209190.75,0.0,1.0,2.0,152.0,43.0
JsonExport/GC Bike Repairs Ltd 2.json,ok,2340,2023-09-30,2024-09-30,218642.86,246819.66,0.0,0.0,0.0,122.0,61.0
JsonExport/GC Bike Repairs Ltd 3.json,ok,2422,2023-10-14,2024-10-14,220979.67,260647.28,0.0,0.0,1.0,121.0,65.0
JsonExport/GC Bike Repairs Ltd 4.json,ok,2412,2024-01-06,2025-01-06,227082.98,225480.24,0.0,1.0,1.0,148.0,44.0
JsonExport/GC Bike Repairs Ltd 6.json,ok,2406,2024-03-10,2025-03-10,216849.91,217710.96,0.0,1.0,2.0,153.0,43.0
JsonExport/GC Bike Repairs Ltd.json,ok,2349,2023-09-27,2024-09-27,219554.57,256011.3,0.0,0.0,0.0,124.0,62.0
JsonExport/GC COUTURE LTD.json,ok,2147,2025-03-05,2025-11-25,312074.08,156896.39,0.0,18.0,6.0,75.0,87.0
JsonExport/Gem drycleaning & tailoring services ltd.json,ok,1606,2024-10-22,2025-10-21,32907.8,22604.02,0.0,0.0,23.0,21.0,35.0
JsonExport/Get Outside Events Limited.json,ok,1108,2023-09-05,2024-07-17,29241.97,119132.06,0.0,0.0,1.0,32.0,64.0
"JsonExport/Get Outside Events Limited_0,0.json",ok,1108,2023-09-05,2024-07-17,29241.97,119132.06,0.0,0.0,1.0,32.0,64.0
JsonExport/GIT Support LTD.json,ok,1567,2023-09-19,2024-09-19,73040.05,141035.66,0.0,0.0,1.0,89.0,61.0
"JsonExport/GIT Support LTD_0,0.json",ok,1567,2023-09-19,2024-09-19,73040.05,141035.66,0.0,0.0,1.0,89.0,61.0
JsonExport/GIT Support LTD_categorized.json,ok,1567,2023-09-19,2024-09-19,73040.05,141035.66,0.0,0.0,1.0,89.0,61.0
"JsonExport/GIT Support LTD_categorized_0,0.json",ok,1567,2023-09-19,2024-09-19,73040.05,141035.66,0.0,0.0,1.0,89.0,61.0
JsonExport/Go Commercial Finance Ltd - GetReportByID.json,ok,1113,2023-07-22,2024-07-22,28357.5,192690.93,0.0,0.0,5.0,31.0,40.0
"JsonExport/Go Commercial Finance Ltd_0,0.json",ok,1113,2023-07-22,2024-07-22,28357.5,192690.93,0.0,0.0,5.0,31.0,40.0
JsonExport/Go Commercial Finance Ltd_categorized.json,ok,1113,2023-07-22,2024-07-22,28357.5,606.0,0.0,0.0,5.0,32.0,6.0
JsonExport/Go Sure Solutions Ltd.json,ok,740,2025-03-03,2026-03-01,13916.0,155597.64,0.0,0.0,0.0,27.0,59.0
JsonExport/Golden Triangle Financial Services Ltd.json,ok,3136,2023-10-21,2024-10-21,400828.02,1072770.65,0.0,0.0,16.0,242.0,315.0
JsonExport/Good Geezers Welling Ltd Transaction Limited.json,ok,2044,2023-08-14,2024-08-14,6318.8,92237.04,0.0,10.0,0.0,26.0,32.0
"JsonExport/Good Geezers Welling Ltd Transaction Limited_0,0.json",ok,2044,2023-08-14,2024-08-14,6318.8,92237.04,0.0,10.0,0.0,26.0,32.0
JsonExport/Good Geezers Welling Ltd Transaction Limited_categorized.json,ok,2044,2023-08-14,2024-08-14,6308.81,0.0,0.0,10.0,0.0,27.0,0.0
JsonExport/Gorshaco.json,ok,988,2025-10-15,2026-05-17,52633.87,11443.35,0.0,19.0,2.0,15.0,3.0
JsonExport/Gozone Care Ltd - Transaction Report.json,ok,100,2024-03-15,2024-03-26,32764.99,12635.72,0.0,0.0,1.0,22.0,3.0
"JsonExport/Gozone Care Ltd_0,0.json",ok,100,2024-03-15,2024-03-26,32764.99,12635.72,0.0,0.0,1.0,22.0,3.0
JsonExport/Gozone Care Ltd_categorized.json,ok,100,2024-03-15,2024-03-26,33014.99,0.0,0.0,0.0,1.0,23.0,1.0
JsonExport/GRAZKA LIMITED.json,ok,919,2024-11-26,2025-11-26,136055.95,63624.23,0.0,1.0,18.0,65.0,23.0
JsonExport/Green Future Search Lab - GetReportByID.json,ok,1526,2023-07-21,2024-06-27,7940.96,15565.39,0.0,0.0,8.0,20.0,17.0
"JsonExport/Green Future Search Lab_0,0.json",ok,1526,2023-07-21,2024-06-27,7940.96,15565.39,0.0,0.0,8.0,20.0,17.0
JsonExport/Green Future Search Lab_categorized.json,ok,1526,2023-07-21,2024-06-27,7938.81,0.0,0.0,0.0,0.0,28.0,0.0
JsonExport/greenlight digital.json,ok,352,2025-01-27,2025-07-28,10.0,98475.39,0.0,2.0,0.0,3.0,77.0
JsonExport/GreenSec limited - Transaction Report.json,ok,100,2023-06-27,2024-03-23,20658.6,53340.0,0.0,0.0,0.0,0.0,23.0
"JsonExport/GreenSec Limited_0,0.json",ok,100,2023-06-27,2024-03-23,20658.6,53340.0,0.0,0.0,0.0,0.0,23.0
JsonExport/GreenSec Limited_categorized.json,ok,100,2023-06-27,2024-03-23,20658.6,0.0,0.0,0.0,0.0,0.0,0.0
JsonExport/Habitat music studios ltd app 2.json,ok,1589,2025-05-06,2026-01-28,8097.91,38471.78,0.0,0.0,34.0,32.0,35.0
JsonExport/Hair and Beauty Palace Ventures Limited.json,ok,1045,2023-11-14,2024-11-14,105787.43,108588.89,0.0,0.0,55.0,186.0,70.0
JsonExport/Hans Lec Design - Transaction Report.json,ok,1084,2023-06-26,2024-06-24,118500.0,78906.83,0.0,1.0,0.0,93.0,21.0
"JsonExport/Hans Lec Design_0,0.json",ok,1084,2023-06-26,2024-06-24,118500.0,78906.83,0.0,1.0,0.0,93.0,21.0
JsonExport/Hans Lec Design_categorized.json,ok,1084,2023-06-26,2024-06-24,118524.99,0.0,0.0,1.0,0.0,93.0,1.0
JsonExport/Hans-Lec Transaction Report.json,ok,1144,2023-07-31,2024-07-31,112620.0,120839.64,0.0,1.0,0.0,100.0,26.0
"JsonExport/Hans-Lec Transaction Report_0,0.json",ok,1144,2023-07-31,2024-07-31,112620.0,120839.64,0.0,1.0,0.0,100.0,26.0
JsonExport/Happy Travel Limited.json,ok,598,2024-04-10,2025-04-10,500.0,143858.18,0.0,0.0,0.0,38.0,92.0
JsonExport/Happy Travel Limitedv2.json,ok,594,2024-04-12,2025-04-10,500.0,139707.06,0.0,0.0,0.0,38.0,91.0
JsonExport/Happy Travel Limited_categorized(1).json,ok,598,2024-04-10,2025-04-10,500.0,143858.18,0.0,0.0,0.0,38.0,92.0
JsonExport/Happy Travel Limited_categorized.json,ok,598,2024-04-10,2025-04-10,500.0,143858.18,0.0,0.0,0.0,38.0,92.0
JsonExport/Hardman Fitness LTD.json,ok,2020,2024-07-30,2025-07-30,31.83,50636.23,0.0,0.0,1.0,239.0,124.0
JsonExport/Harley Street Hair Transplants - Transaction Report.json,ok,100,2023-11-23,2024-03-11,53975.0,4000.0,0.0,14.0,0.0,4.0,2.0
"JsonExport/Harley Street Hair Transplants_0,0.json",ok,100,2023-11-23,2024-03-11,53975.0,4000.0,0.0,14.0,0.0,4.0,2.0
JsonExport/Hashmis and Bukharis Ltd.json,ok,121,2023-08-25,2024-07-25,0.0,17594.22,0.0,0.0,0.0,21.0,4.0
"JsonExport/Hashmis and Bukharis Ltd_0,0.json",ok,121,2023-08-25,2024-07-25,0.0,17594.22,0.0,0.0,0.0,21.0,4.0
JsonExport/Hashmis and Bukharis Ltd_categorized.json,ok,121,2023-08-25,2024-07-25,0.0,0.0,0.0,0.0,0.0,21.0,0.0
JsonExport/Haus of sass limited by Stephanie limited.json,ok,1949,2024-11-12,2025-11-12,107177.14,186624.38,0.0,11.0,3.0,67.0,136.0
JsonExport/Havelock Group Ltd TA New Longcar.json,ok,248,2025-12-10,2026-01-05,27197.55,6829.19,0.0,0.0,0.0,5.0,3.0
JsonExport/Heart of the home interiors.json,ok,1906,2024-07-01,2025-07-01,284542.83,727753.56,0.0,178.0,0.0,276.0,106.0
JsonExport/Hemming Logistics Ltd - Transaction Report.json,ok,100,2024-01-18,2024-02-01,0.0,10062.39,0.0,0.0,0.0,3.0,5.0
"JsonExport/Hemming Logistics Ltd_0,0.json",ok,100,2024-01-18,2024-02-01,0.0,10062.39,0.0,0.0,0.0,3.0,5.0
JsonExport/HERNE HILL DRY CLEANERS LIMITED.json,ok,587,2024-12-12,2025-12-11,4683.0,50114.0,0.0,0.0,0.0,12.0,286.0
JsonExport/HEWITT AND HYLAND LEISURE LIMITED - Transaction Report.json,ok,100,2024-02-12,2024-02-23,1341.14,12769.52,0.0,0.0,0.0,1.0,11.0
JsonExport/Hewitt and Hyland Leisure Ltd_categorized.json,ok,100,2024-01-18,2024-02-01,0.0,0.0,0.0,0.0,0.0,3.0,1.0
JsonExport/HIdden Pretty Gifts Ltd app 2.json,ok,841,2024-10-21,2025-10-20,24.98,59144.7,0.0,0.0,2.0,137.0,278.0
JsonExport/Hidden Pretty Gifts Ltd.json,ok,843,2023-10-01,2024-10-01,0.0,64184.95,0.0,0.0,1.0,53.0,271.0
JsonExport/House of Mystery.json,ok,1569,2023-09-25,2024-09-23,19077.79,70999.08,0.0,0.0,1.0,14.0,206.0
JsonExport/HSIDS.json,ok,2124,2024-09-10,2025-09-10,248177.3,765701.9,0.0,0.0,6.0,102.0,336.0
JsonExport/HumbleEgg Ltd - Transaction Report.json,ok,100,2023-12-21,2024-02-21,0.0,46133.36,0.0,0.0,0.0,4.0,5.0
"JsonExport/HumbleEgg Ltd_0,0.json",ok,100,2023-12-21,2024-02-21,0.0,46133.36,0.0,0.0,0.0,4.0,5.0
JsonExport/Hursley Childcare Ltd.json,ok,3746,2023-07-11,2024-07-10,121701.34,1336889.04,0.0,16.0,5.0,186.0,211.0
"JsonExport/Hursley Childcare Ltd_0,0.json",ok,3746,2023-07-11,2024-07-10,121701.34,1336889.04,0.0,16.0,5.0,186.0,211.0
JsonExport/Hursley Childcare Ltd_categorized.json,ok,3746,2023-07-11,2024-07-10,121051.34,0.0,0.0,16.0,2.0,190.0,2.0
JsonExport/Hussains Leicester Ltd.json,ok,876,2023-10-30,2024-09-10,3541.09,55250.18,0.0,2.0,0.0,12.0,151.0
"JsonExport/Hussains Leicester Ltd_0,0.json",ok,876,2023-10-30,2024-09-10,3541.09,55250.18,0.0,2.0,0.0,12.0,151.0
JsonExport/Hussains Leicester Ltd_categorized.json,ok,876,2023-10-30,2024-09-10,3531.14,0.0,0.0,2.0,0.0,23.0,0.0
JsonExport/I Crash Mobiles Limited.json,ok,1249,2024-07-19,2025-02-14,12650.87,1235545.7,0.0,5.0,11.0,91.0,247.0
JsonExport/IBBmedialtd(1).json,ok,967,2024-03-26,2025-03-26,307801.53,332206.91,0.0,13.0,3.0,56.0,170.0
JsonExport/IBBmedialtd.json,ok,966,2024-03-19,2025-03-19,328183.44,330117.81,0.0,12.0,3.0,56.0,172.0
JsonExport/IBBmedialtd.json.json,ok,966,2024-03-25,2025-03-24,307842.73,330923.31,0.0,12.0,3.0,56.0,171.0
JsonExport/Ifracture Ltd.json,ok,3144,2024-05-16,2025-04-07,59671.07,109551.15,0.0,0.0,31.0,68.0,56.0
JsonExport/Ifracture Ltdv2.json,ok,3151,2024-05-16,2025-04-07,59671.07,109615.15,0.0,0.0,31.0,68.0,56.0
JsonExport/Ings pet store & grooming ltd app 2.json,ok,1478,2025-03-15,2026-01-23,76561.25,51590.05,0.0,35.0,0.0,17.0,3.0
JsonExport/INGS PET STORE & GROOMING LTD.json,ok,1106,2025-03-15,2025-11-12,1207.78,101895.43,0.0,16.0,0.0,120.0,15.0
JsonExport/Initiate Theatre Transaction Report.json,ok,1111,2023-08-21,2024-08-15,23294.0,88268.82,0.0,18.0,55.0,159.0,53.0
JsonExport/Irresistiable Ltd Transaction Report.json,ok,59,2023-07-31,2024-07-29,1992.92,2157.02,0.0,0.0,0.0,2.0,2.0
JsonExport/Ivy aesthetic clinic & academy ltd - Transaction Report.json,ok,100,2024-02-18,2024-03-06,809.38,3043.77,0.0,0.0,0.0,2.0,1.0
"JsonExport/Ivy Aesthetic Clinic Academy Ltd_0,0.json",ok,100,2024-02-18,2024-03-06,809.38,3043.77,0.0,0.0,0.0,2.0,1.0
JsonExport/J load inc Ltd - GetReportByID.json,ok,3000,2024-04-30,2025-04-30,92689.88,734573.89,0.0,2.0,9.0,287.0,90.0
JsonExport/Jay Heath Ltd.json,ok,100,2023-11-24,2024-03-10,7699.52,3648.0,0.0,1.0,0.0,0.0,1.0
"JsonExport/Jay Heath Ltd_0,0.json",ok,100,2023-11-24,2024-03-10,7699.52,3648.0,0.0,1.0,0.0,0.0,1.0
JsonExport/Jb bars ltd - Transaction Report.json,ok,100,2024-02-23,2024-02-29,0.0,5157.21,0.0,0.0,0.0,1.0,6.0
"JsonExport/JB Bars Ltd_0,0.json",ok,100,2024-02-23,2024-02-29,0.0,5157.21,0.0,0.0,0.0,1.0,6.0
JsonExport/JB Bars Ltd_categorized.json,ok,100,2024-02-23,2024-02-29,0.0,0.0,0.0,0.0,0.0,8.0,0.0
JsonExport/Jemark Ltd.json,ok,100,2024-03-15,2024-05-01,3224.5,2441.34,0.0,0.0,1.0,11.0,0.0
"JsonExport/Jemark Ltd_0,0.json",ok,100,2024-03-15,2024-05-01,3224.5,2441.34,0.0,0.0,1.0,11.0,0.0
JsonExport/Jenmat Productions.json,ok,3102,2024-07-23,2025-07-22,42178.3,587750.65,0.0,0.0,4.0,204.0,846.0
JsonExport/Jigpaws Ltd.json,ok,2338,2025-02-24,2026-02-24,47813.96,49337.72,0.0,7.0,6.0,187.0,6.0
JsonExport/Joao motorcycles Ltd app 2.json,ok,525,2025-05-20,2025-10-31,38933.78,400409.4,0.0,0.0,3.0,36.0,96.0
JsonExport/Joao motorcyles Ltd.json,ok,264,2025-05-20,2025-08-12,26774.18,84283.64,0.0,0.0,2.0,17.0,30.0
JsonExport/JOURNEYMAN BARBERS LTD.json,ok,855,2024-08-21,2025-08-20,6379.55,82333.33,0.0,0.0,0.0,26.0,277.0
JsonExport/K.B Motors York LTD - GetReportByID.json,ok,3746,2024-09-13,2025-05-27,4519.95,88261.73,0.0,0.0,1.0,17.0,58.0
JsonExport/KAHRAS KEIGHLEY LTD.json,ok,1638,2024-08-21,2025-08-21,31.83,370398.54,0.0,35.0,3.0,25.0,43.0
JsonExport/Kam marketing Group Limited.json,ok,100,2024-02-06,2024-02-16,0.0,3913.9,0.0,0.0,0.0,1.0,0.0
"JsonExport/Kam marketing Group Limited_0,0.json",ok,100,2024-02-06,2024-02-16,0.0,3913.9,0.0,0.0,0.0,1.0,0.0
JsonExport/KC Group Of Companies Ltd.json,ok,774,2025-03-30,2026-03-27,461.56,82436.68,0.0,0.0,1.0,31.0,44.0
JsonExport/Ketco Direct Limited - Transaction Report.json,ok,100,2024-01-03,2024-02-01,25.0,5906.18,0.0,0.0,0.0,1.0,0.0
"JsonExport/Ketco Direct Limited_0,0.json",ok,100,2024-01-03,2024-02-01,25.0,5906.18,0.0,0.0,0.0,1.0,0.0
JsonExport/Ketco Direct Limited_categorized.json,ok,100,2024-01-03,2024-02-01,25.0,0.0,0.0,0.0,0.0,1.0,0.0
JsonExport/KGKSURREY.co.uk.json,ok,1278,2025-01-22,2026-01-22,57470.64,37063.51,0.0,8.0,0.0,12.0,13.0
