file,status,transaction_count,date_min,date_max,revenue_total,non_revenue_credit_total,uncategorised_count,failed_payment_count,loan_credit_count,debt_repayment_count,exception_count
JsonExport/Ratz Vintage Clothing Ltd - GetReportByID.json,ok,290,2024-04-20,2024-07-22,686.29,46613.92,0.0,0.0,0.0,3.0,10.0
"JsonExport/Ratz Vintage Clothing Ltd_0,0.json",ok,290,2024-04-20,2024-07-22,686.29,46613.92,0.0,0.0,0.0,3.0,10.0
JsonExport/Ravenhill contractors - GetReportByID (1)(1).json,ok,1121,2024-04-17,2025-04-17,9225.63,128421.77,0.0,0.0,1.0,26.0,55.0
JsonExport/Ravenhill contractors - GetReportByID.json,ok,1117,2024-04-16,2025-04-16,9225.63,128396.77,0.0,0.0,1.0,26.0,55.0
JsonExport/Rb Allsort limited.json,ok,2154,2024-11-20,2025-11-14,0.0,43816.32,0.0,0.0,0.0,137.0,664.0
JsonExport/Rb market limited app 2.json,ok,615,2025-07-30,2026-01-28,44739.48,50918.91,0.0,0.0,0.0,4.0,17.0
JsonExport/Rb market limited.json,ok,366,2025-07-30,2025-12-01,29846.06,25440.2,0.0,0.0,0.0,0.0,8.0
JsonExport/Recognised London Limited.json,ok,1362,2023-09-25,2024-09-23,21288.03,262207.13,0.0,1.0,0.0,139.0,214.0
JsonExport/Regulatory Consultantcy Services Ltd .json,ok,1096,2023-08-18,2024-07-02,0.0,125840.5,0.0,8.0,0.0,220.0,16.0
"JsonExport/Regulatory Consultantcy Services Ltd _0,0.json",ok,1096,2023-08-18,2024-07-02,0.0,125840.5,0.0,8.0,0.0,220.0,16.0
JsonExport/Regulatory Consultantcy Services Ltd _categorized.json,ok,1096,2023-08-18,2024-07-02,0.0,0.0,0.0,8.0,0.0,225.0,3.0
JsonExport/Retail 24 Ltd.json,ok,100,2024-03-11,2024-04-08,1051.22,2250.25,0.0,1.0,0.0,0.0,0.0
"JsonExport/Retail 24 Ltd_0,0.json",ok,100,2024-03-11,2024-04-08,1051.22,2250.25,0.0,1.0,0.0,0.0,0.0
JsonExport/Retro relics games cafe.json,ok,2433,2025-02-25,2026-02-25,71552.3,414403.04,0.0,0.0,3.0,24.0,22.0
JsonExport/Richer Education.json,ok,100,2024-04-22,2024-05-16,3497.39,32547.54,0.0,0.0,0.0,11.0,21.0
"JsonExport/Richer Education_0,0.json",ok,100,2024-04-22,2024-05-16,3497.39,32547.54,0.0,0.0,0.0,11.0,21.0
JsonExport/Richer Education_categorized.json,ok,100,2024-04-22,2024-05-16,3497.39,0.0,0.0,0.0,0.0,11.0,1.0
JsonExport/Rigby Barbers Ltd.json,ok,944,2024-04-26,2025-01-02,24902.2,12427.74,0.0,0.0,0.0,25.0,35.0
JsonExport/Rishi and Sisters Ltd.json,ok,423,2024-05-07,2024-10-08,27699.92,26170.66,0.0,0.0,1.0,2.0,5.0
JsonExport/Risk-Enterprise Limited.json,ok,347,2024-07-30,2025-07-27,6271.03,133662.54,0.0,0.0,2.0,77.0,15.0
JsonExport/rizpicks travels ltd.json,ok,2262,2024-09-30,2025-09-25,12068.1,104754.06,0.0,0.0,13.0,11.0,12.0
JsonExport/RJ elite property management 2.json,ok,1280,2024-07-16,2025-07-13,3158.99,102660.77,0.0,8.0,9.0,62.0,108.0
JsonExport/RJ ELITE PROPERTY MANAGEMENT app 2.json,ok,1371,2025-05-27,2025-11-07,8.38,183262.71,0.0,2.0,17.0,157.0,128.0
JsonExport/RJ ELITE PROPERTY MANAGEMENT app 3.json,ok,1563,2025-05-27,2025-12-09,72368.72,91663.24,0.0,2.0,5.0,170.0,43.0
JsonExport/RJ ELITE PROPERTY MANAGEMENT app 4.json,ok,1772,2025-05-27,2026-01-12,75890.25,109753.03,0.0,2.0,5.0,190.0,54.0
JsonExport/RJ elite property management.json,ok,352,2025-05-27,2025-07-14,3447.17,29967.36,0.0,0.0,0.0,36.0,44.0
JsonExport/RLK Technologies Limited.json,ok,699,2024-11-27,2025-11-18,170272.9,101723.04,0.0,0.0,9.0,57.0,22.0
JsonExport/Rockaway Toys Ltd.json,ok,1101,2023-11-16,2024-10-09,10991.46,123165.32,0.0,0.0,1.0,242.0,427.0
JsonExport/Rosethorn Studio Ltd.json,ok,12,2023-05-12,2023-07-31,0.0,20.03,0.0,0.0,0.0,0.0,2.0
"JsonExport/Rosethorn Studio Ltd_0,0.json",ok,12,2023-05-12,2023-07-31,0.0,20.03,0.0,0.0,0.0,0.0,2.0
JsonExport/Rosethorn Studios LTD - Transaction Report.json,ok,12,2023-05-12,2023-07-31,0.0,20.03,0.0,0.0,0.0,0.0,2.0
JsonExport/rothwell local store ltd - Transaction Report.json,ok,100,2024-02-17,2024-03-03,12155.71,4420.0,0.0,2.0,0.0,2.0,1.0
JsonExport/rothwell local store ltd.json,ok,100,2024-02-17,2024-03-03,12155.71,4420.0,0.0,2.0,0.0,2.0,1.0
"JsonExport/rothwell local store ltd_0,0.json",ok,100,2024-02-17,2024-03-03,12155.71,4420.0,0.0,2.0,0.0,2.0,1.0
JsonExport/rowley dunleavy services limited.json,ok,2788,2024-11-17,2025-11-17,88916.71,678208.73,0.0,0.0,2.0,160.0,106.0
JsonExport/Rufus Stone Limited Editions Ltd - GetReportByID (1)(1).json,ok,2419,2024-04-25,2025-04-25,186166.81,1174286.9,0.0,0.0,17.0,539.0,370.0
JsonExport/Rufus Stone Limited Editions Ltd - GetReportByID.json,ok,2410,2024-04-24,2025-04-24,185325.68,1146384.9,0.0,0.0,16.0,538.0,367.0
JsonExport/Sady cs Ltd .json,ok,158,2023-10-03,2024-07-16,1000.0,27929.3,0.0,0.0,0.0,13.0,16.0
"JsonExport/Sady cs Ltd _0,0.json",ok,158,2023-10-03,2024-07-16,1000.0,27929.3,0.0,0.0,0.0,13.0,16.0
JsonExport/Sady cs Ltd _categorized.json,ok,158,2023-10-03,2024-07-16,1000.0,0.0,0.0,0.0,0.0,13.0,0.0
JsonExport/Saffron Private Limited.json,ok,1206,2023-06-28,2024-06-28,133137.32,112710.53,0.0,0.0,0.0,155.0,109.0
"JsonExport/Saffron Private Limited_0,0.json",ok,1206,2023-06-28,2024-06-28,133137.32,112710.53,0.0,0.0,0.0,155.0,109.0
JsonExport/Sag Hussain Retail Ltd.json,ok,1081,2025-06-18,2026-02-02,13079.56,334847.96,0.0,0.0,0.0,90.0,128.0
JsonExport/Saint Giovanni De La Mode - Transaction Report.json,ok,100,2024-01-22,2024-02-05,2378.76,4427.0,0.0,1.0,0.0,0.0,4.0
"JsonExport/SAINT_GIOVANNI_DE_LA_MODE_LTD_0,0.json",ok,100,2024-01-22,2024-02-05,2378.76,4427.0,0.0,1.0,0.0,0.0,4.0
JsonExport/SAINT_GIOVANNI_DE_LA_MODE_LTD_categorized.json,ok,100,2024-01-22,2024-02-05,2378.76,0.0,0.0,1.0,0.0,0.0,0.0
JsonExport/Sanataire Ltd.json,ok,1419,2024-08-15,2025-07-21,22939.88,44985.46,0.0,7.0,46.0,80.0,77.0
JsonExport/Sanitaire limited - 060525.json,ok,1220,2024-08-15,2025-06-04,21539.93,42577.86,0.0,3.0,32.0,38.0,66.0
JsonExport/Sanitaire limited - 060525v2.json,ok,1224,2024-08-15,2025-06-06,21567.58,42577.86,0.0,3.0,32.0,40.0,66.0
JsonExport/Sanitaire limited - 220725.json,ok,1431,2024-08-15,2025-07-22,22939.88,45142.36,0.0,7.0,47.0,83.0,78.0
JsonExport/Sanitaire limited - 230725.json,ok,1432,2024-08-15,2025-07-22,22939.88,45142.36,0.0,7.0,47.0,83.0,78.0
JsonExport/Sanitaire limited - 240725.json,ok,1441,2024-08-15,2025-07-24,22949.88,45158.76,0.0,7.0,48.0,83.0,79.0
JsonExport/Sanitaire limited.json,ok,891,2024-08-15,2025-04-14,14611.25,29069.22,0.0,2.0,28.0,11.0,57.0
JsonExport/Scrandiggity LTD - Transaction Report.json,ok,100,2024-04-07,2024-04-17,272.0,3703.72,0.0,0.0,0.0,0.0,0.0
"JsonExport/Scrandiggity LTD_0,0.json",ok,100,2024-04-07,2024-04-17,272.0,3703.72,0.0,0.0,0.0,0.0,0.0
JsonExport/SCS Facilities Services Ltd.json,ok,850,2023-06-26,2024-06-24,63753.0,15477.25,0.0,4.0,0.0,0.0,4.0
"JsonExport/SCS Facilities Services Ltd_0,0.json",ok,850,2023-06-26,2024-06-24,63753.0,15477.25,0.0,4.0,0.0,0.0,4.0
JsonExport/SCS Facilities Services Ltd_categorized.json,ok,850,2023-06-26,2024-06-24,63753.0,0.0,0.0,4.0,0.0,0.0,0.0
JsonExport/Sercasa Ltd - Transaction Report.json,ok,100,2024-02-20,2024-03-01,0.0,91129.38,0.0,0.0,3.0,6.0,26.0
"JsonExport/Sercasa Ltd_0,0.json",ok,100,2024-02-20,2024-03-01,0.0,91129.38,0.0,0.0,3.0,6.0,26.0
JsonExport/Sercasa Ltd_categorized.json,ok,100,2024-02-20,2024-03-01,0.0,0.0,0.0,0.0,1.0,8.0,0.0
JsonExport/Serenix Ltd - 130625.json,ok,2153,2024-06-13,2025-06-12,19054.76,75226.76,0.0,0.0,0.0,23.0,62.0
JsonExport/Serenix Ltd Transaction Report.json,ok,901,2023-08-21,2024-08-19,3637.5,28383.73,0.0,0.0,0.0,6.0,73.0
"JsonExport/Serenix Ltd Transaction Report_0,0.json",ok,901,2023-08-21,2024-08-19,3637.5,28383.73,0.0,0.0,0.0,6.0,73.0
JsonExport/Serenix Ltd Transaction Report_categorized.json,ok,901,2023-08-21,2024-08-19,3637.5,0.0,0.0,0.0,0.0,8.0,0.0
JsonExport/SF elections Hub limited.json,ok,1008,2024-11-07,2025-11-06,32636.05,108273.36,0.0,0.0,348.0,29.0,339.0
JsonExport/SHAKESPEARES SHEPHERD HUTS LTD - GetReportByID.json,ok,509,2024-03-27,2024-06-25,8034.47,83048.37,0.0,0.0,0.0,77.0,14.0
"JsonExport/Shakespeares Shepherd Huts Ltd_0,0.json",ok,509,2024-03-27,2024-06-25,8034.47,83048.37,0.0,0.0,0.0,77.0,14.0
JsonExport/Shakespeares Shepherd Huts Ltd_categorized.json,ok,509,2024-03-27,2024-06-25,8034.47,0.0,0.0,0.0,1.0,79.0,3.0
JsonExport/Shepsgourmetkitchen Ltd Transaction Report.json,ok,834,2023-08-02,2024-08-02,94359.86,93534.39,0.0,7.0,0.0,78.0,59.0
JsonExport/shivay traders ltd.json,ok,1307,2024-09-15,2025-09-15,54830.69,133994.4,0.0,2.0,24.0,137.0,59.0
JsonExport/SHREEJI MOBILE REPAIR LIMITED.json,ok,336,2025-01-28,2025-07-02,18118.97,7059.0,0.0,0.0,0.0,4.0,16.0
JsonExport/Silk Route Import & Export Ltd Transaction Report.json,ok,3028,2023-08-21,2024-08-21,220498.03,360343.53,0.0,0.0,4.0,97.0,201.0
"JsonExport/silk route import & export ltd_0,0.json",ok,3028,2023-08-21,2024-08-21,220498.03,360343.53,0.0,0.0,4.0,97.0,201.0
JsonExport/Simpli Print Group Ltd.json,ok,688,2024-03-03,2024-09-02,2746.82,63860.72,0.0,0.0,59.0,15.0,23.0
"JsonExport/Simpli Print Group Ltd_0,0.json",ok,688,2024-03-03,2024-09-02,2746.82,63860.72,0.0,0.0,59.0,15.0,23.0
JsonExport/Simply Local Richmond Ltd - GetReportByID (2)(1).json,ok,3099,2024-05-13,2025-05-12,138607.48,350796.16,0.0,32.0,3.0,292.0,506.0
JsonExport/Simply Local Richmond Ltd - GetReportByID.json,ok,100,2023-10-24,2023-11-01,0.0,11424.92,0.0,3.0,0.0,14.0,2.0
"JsonExport/SIMPLY_LOCAL_RICHMOND_LTD_0,0.json",ok,100,2023-10-24,2023-11-01,0.0,11424.92,0.0,3.0,0.0,14.0,2.0
JsonExport/SLD Personnel Ltd.json,ok,340,2025-02-07,2025-08-27,395.72,29470.25,0.0,0.0,23.0,7.0,13.0
JsonExport/Slip Surp Ltd.json,ok,1182,2023-12-11,2024-09-02,36117.6,125377.77,0.0,0.0,0.0,9.0,83.0
JsonExport/Sloppy coffee ltd.json,ok,874,2025-09-01,2026-03-12,65895.38,12834.85,0.0,1.0,0.0,2.0,3.0
JsonExport/Smart Alloys South West Limited.json,ok,2019,2023-10-08,2024-10-08,108417.69,87552.9,0.0,0.0,3.0,76.0,86.0
JsonExport/Smith Trades Ltd.json,ok,1929,2023-07-25,2024-07-25,15002.12,162480.48,0.0,3.0,1.0,264.0,113.0
"JsonExport/Smiths Trades Limited_0,0.json",ok,1929,2023-07-25,2024-07-25,15002.12,162480.48,0.0,3.0,1.0,264.0,113.0
JsonExport/Smithstrade Ltd.json,ok,100,2023-12-11,2024-03-04,0.0,5167.76,0.0,0.0,0.0,0.0,0.0
"JsonExport/Smithstrade Ltd_0,0.json",ok,100,2023-12-11,2024-03-04,0.0,5167.76,0.0,0.0,0.0,0.0,0.0
JsonExport/Smithstrade Ltd_categorized.json,ok,100,2023-12-11,2024-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JsonExport/SN Star Services Ltd.json,ok,245,2025-01-20,2025-08-04,2530.0,345323.97,0.0,0.0,5.0,6.0,110.0
JsonExport/Snaan Limited.json,ok,382,2025-09-26,2026-04-28,49729.62,18112.32,0.0,19.0,1.0,5.0,5.0
JsonExport/Snapes Organic Ltd.json,ok,2043,2023-09-10,2024-09-08,7912.16,267247.11,0.0,0.0,5.0,39.0,57.0
JsonExport/Solaire tanning co limited - GetReportByID.json,ok,1220,2024-05-14,2025-05-14,5224.0,95645.1,0.0,0.0,2.0,47.0,313.0
JsonExport/Solaire tanning co limited.json,ok,1321,2024-07-03,2025-07-03,5247.31,93127.98,0.0,0.0,2.0,47.0,313.0
JsonExport/SOLICAL STADIUMS LTD.json,ok,1334,2024-11-24,2025-11-17,1389.33,19506.52,0.0,0.0,0.0,4.0,21.0
JsonExport/Something a bit different Ltd.json,ok,2088,2023-10-28,2024-10-28,32977.51,100563.72,0.0,0.0,32.0,82.0,246.0
JsonExport/Sorin&George Ltd.json,ok,2203,2025-05-06,2026-05-06,125901.92,117708.5,0.0,39.0,150.0,175.0,100.0
JsonExport/South Coast Auto Ltd.json,ok,521,2023-10-04,2024-07-09,135848.87,197044.73,0.0,0.0,5.0,32.0,36.0
JsonExport/South Coast.json,ok,100,2024-02-01,2024-03-06,48558.06,8111.65,0.0,0.0,0.0,3.0,1.0
"JsonExport/South Coast_1,1.json",ok,100,2024-02-01,2024-03-06,48558.06,8111.65,0.0,0.0,0.0,3.0,1.0
JsonExport/South Coast_categorized(1).json,ok,100,2024-02-01,2024-03-06,48558.06,8111.65,0.0,0.0,0.0,3.0,1.0
JsonExport/South Coast_categorized.json,ok,615,2023-10-02,2024-06-21,1150.0,0.0,0.0,0.0,0.0,3.0,0.0
JsonExport/SOUTHERN DRAIN SOLUTIONS LIMITED - GetReportByID.json,ok,1739,2024-06-03,2025-06-02,28634.91,52461.97,0.0,0.0,0.0,14.0,33.0
JsonExport/Spencers Group Ltd.json,ok,317,2024-08-02,2024-10-04,22953.38,10156.76,0.0,0.0,1.0,37.0,25.0
JsonExport/Spooktacular Ghost Hunting Events UK Ltd.json,ok,5691,2023-12-11,2024-12-11,51342.92,261546.86,0.0,0.0,0.0,16.0,968.0
JsonExport/Standout Aesthetics Limited.json,ok,1585,2023-07-24,2024-07-22,1400.0,192034.89,0.0,0.0,0.0,68.0,334.0
"JsonExport/Standout Aesthetics Limited_0,0.json",ok,1585,2023-07-24,2024-07-22,1400.0,192034.89,0.0,0.0,0.0,68.0,334.0
JsonExport/Staplehurst Coffee Ltd .json,ok,100,2024-03-11,2024-04-16,8110.09,6004.56,0.0,0.0,3.0,3.0,1.0
"JsonExport/Staplehurst Coffee Ltd _0,0.json",ok,100,2024-03-11,2024-04-16,8110.09,6004.56,0.0,0.0,3.0,3.0,1.0
JsonExport/Staplehurst Coffee Ltd _categorized.json,ok,100,2024-03-11,2024-04-16,0.0,0.0,0.0,0.0,0.0,6.0,0.0
JsonExport/Star Marketing Solutions Ltd - GetReportByID.json,ok,490,2024-05-07,2024-07-24,4615.4,50004.41,0.0,0.0,0.0,35.0,14.0
JsonExport/Star Marketing Solutions Ltd_categorized.json,ok,490,2024-05-07,2024-07-24,4615.4,0.0,0.0,0.0,0.0,36.0,0.0
JsonExport/Starks Flooring Ltd Transaction Report.json,ok,386,2024-05-05,2024-07-29,5174.12,52668.59,0.0,0.0,1.0,6.0,14.0
"JsonExport/Starks Flooring Ltd Transaction Report_0,0.json",ok,386,2024-05-05,2024-07-29,5174.12,52668.59,0.0,0.0,1.0,6.0,14.0
JsonExport/Steerlux.json,ok,23,2026-01-24,2026-02-03,18.07,503.17,0.0,0.0,0.0,0.0,0.0
JsonExport/STEVENSON PROPERTY SERVICES LTD - Transaction Report.json,ok,100,2023-12-25,2024-03-22,0.0,46636.03,0.0,0.0,0.0,17.0,14.0
"JsonExport/Stevnson Property Services Ltd_0,0.json",ok,100,2023-12-25,2024-03-22,0.0,46636.03,0.0,0.0,0.0,17.0,14.0
JsonExport/Stockport Jungle Ltd.json,ok,2323,2023-10-25,2024-10-24,277779.68,166485.89,0.0,13.0,0.0,122.0,368.0
JsonExport/Stormhold hospitality Ltd app 2.json,ok,3519,2025-04-16,2025-10-20,81883.0,735139.66,0.0,0.0,0.0,13.0,362.0
JsonExport/Strike Club - GetReportByID.json,ok,608,2023-07-19,2024-07-19,21099.6,117872.19,0.0,5.0,0.0,70.0,18.0
"JsonExport/STRIKECLUB_LTD-_0,0.json",ok,608,2023-07-19,2024-07-19,21099.6,117872.19,0.0,5.0,0.0,70.0,18.0
JsonExport/STRIKECLUB_LTD-_categorized.json,ok,608,2023-07-19,2024-07-19,21099.6,0.0,0.0,5.0,0.0,70.0,0.0
JsonExport/Studio 444 by Exec Connective.com - GetReportByID.json,no_transactions,0,,,,,,,,,
JsonExport/Suede Hosting Ltd.json,ok,1230,2023-07-25,2024-07-22,7629.98,87368.14,0.0,7.0,1.0,39.0,57.0
"JsonExport/Suede Hosting Ltd_0,0.json",ok,1230,2023-07-25,2024-07-22,7629.98,87368.14,0.0,7.0,1.0,39.0,57.0
JsonExport/T & L Hurley Ltd.json,ok,610,2023-07-23,2024-07-18,5297.25,30619.14,0.0,0.0,0.0,24.0,9.0
"JsonExport/T & L Hurley Ltd_0,0.json",ok,610,2023-07-23,2024-07-18,5297.25,30619.14,0.0,0.0,0.0,24.0,9.0
JsonExport/T44J Ltd - Transaction report.json,ok,100,2024-02-13,2024-06-09,360.0,2698.57,0.0,0.0,0.0,1.0,1.0
"JsonExport/T44J Ltd_0,0.json",ok,100,2024-02-13,2024-06-09,360.0,2698.57,0.0,0.0,0.0,1.0,1.0
JsonExport/TASTE OF BENGAL BROADWAY LTD.json,ok,2203,2024-12-16,2025-12-15,308020.45,57450.07,0.0,2.0,1.0,78.0,273.0
JsonExport/Taylor Floristry LTD  Clover Acc.json,ok,2246,2025-07-28,2026-05-07,235945.32,78806.55,0.0,0.0,9.0,84.0,9.0
JsonExport/Taylor Floristry LTD.json,ok,2159,2025-07-28,2026-04-24,225161.58,78417.09,0.0,0.0,9.0,80.0,9.0
JsonExport/TECHARA_LIMITED.json,ok,1305,2023-07-18,2024-07-11,5048.48,59463.35,0.0,0.0,11.0,1.0,21.0
"JsonExport/TECHARA_LIMITED_0,0.json",ok,1305,2023-07-18,2024-07-11,5048.48,59463.35,0.0,0.0,11.0,1.0,21.0
"JsonExport/The Body Fix Coach Limited (2)_0,0.json",ok,806,2023-09-03,2024-09-03,8764.28,32914.21,0.0,0.0,3.0,31.0,53.0
JsonExport/The Body Fix Coach Limited.json,ok,806,2023-09-03,2024-09-03,8764.28,32914.21,0.0,0.0,3.0,31.0,53.0
"JsonExport/The Body Fix Coach Limited_0,0.json",ok,806,2023-09-03,2024-09-03,8764.28,32914.21,0.0,0.0,3.0,31.0,53.0
JsonExport/The Body Fix Coach Limited_categorized.json,ok,806,2023-09-03,2024-09-03,6668.17,0.0,0.0,0.0,1.0,60.0,0.0
JsonExport/The Boot Country Pub Ltd - Transaction Report.json,ok,2228,2023-11-06,2024-06-28,33809.06,275778.46,0.0,0.0,2.0,7.0,137.0
JsonExport/The Boot Country Pub Ltd 2nd app - GetReportByID.json,ok,2204,2023-11-06,2024-06-24,28389.44,275763.46,0.0,0.0,2.0,7.0,137.0
"JsonExport/The Boot Country Pub Ltd_0,0.json",ok,2228,2023-11-06,2024-06-28,33809.06,275778.46,0.0,0.0,2.0,7.0,137.0
JsonExport/The CEO Lounge Ltd(1).json,ok,1255,2024-09-07,2025-04-02,38716.92,224188.95,0.0,3.0,1.0,28.0,77.0
JsonExport/The CEO Lounge Ltd.json,ok,3249,2024-11-04,2025-11-03,192917.34,441790.0,0.0,5.0,2.0,50.0,128.0
JsonExport/The Comfy Clothing Wardrobe Ltd.json,ok,1381,2024-06-21,2024-11-13,11110.71,107935.32,0.0,0.0,3.0,11.0,141.0
JsonExport/The Coven Ltd(1) - GetReportByID.json,ok,3771,2023-06-28,2024-06-28,40243.83,91282.37,0.0,0.0,3.0,73.0,66.0
"JsonExport/The Coven Ltd_0,0.json",ok,3771,2023-06-28,2024-06-28,40243.83,91282.37,0.0,0.0,3.0,73.0,66.0
JsonExport/The Coven Ltd_categorized.json,ok,3771,2023-06-28,2024-06-28,5292.9,0.0,0.0,0.0,484.0,73.0,57.0
JsonExport/The Daisy Patch.json,ok,525,2025-03-06,2025-08-15,38.51,51077.7,0.0,0.0,0.0,7.0,98.0
JsonExport/The Fuel Agency (UK) Ltd.json,ok,2169,2023-08-29,2024-08-28,312408.04,1291877.78,0.0,1.0,4.0,114.0,296.0
"JsonExport/The Fuel Agency (UK) Ltd_0,0.json",ok,2169,2023-08-29,2024-08-28,312408.04,1291877.78,0.0,1.0,4.0,114.0,296.0
JsonExport/The Fuel Agency (UK) Ltd_categorized(1).json,ok,2169,2023-08-29,2024-08-28,312408.04,1291877.78,0.0,1.0,4.0,114.0,296.0
JsonExport/The Fuel Agency (UK) Ltd_categorized.json,ok,2169,2023-08-29,2024-08-28,312408.04,1500.0,0.0,1.0,4.0,393.0,2.0
"JsonExport/The Fuel Agency (UK) Ltd_categorized_0,0.json",ok,2169,2023-08-29,2024-08-28,312408.04,1291877.78,0.0,1.0,4.0,114.0,296.0
JsonExport/The Gangway Sheringham Limited - GetReportByID.json,ok,2908,2023-07-24,2024-07-24,397254.13,370083.26,0.0,0.0,1.0,53.0,172.0
"JsonExport/The Gangway Sheringham Limited_0,0.json",ok,2908,2023-07-24,2024-07-24,397254.13,370083.26,0.0,0.0,1.0,53.0,172.0
JsonExport/The Gangway Sheringham Limited_categorized.json,ok,2908,2023-07-24,2024-07-24,63595.58,0.0,0.0,0.0,1.0,417.0,1.0
JsonExport/The Gluten Free World Ltd - GetReportByID.json,ok,1313,2023-07-08,2024-07-07,14666.25,48145.26,0.0,0.0,4.0,21.0,118.0
JsonExport/The Gluten Free World Ltd(1).json,ok,1245,2023-09-06,2024-09-03,16761.38,50587.84,0.0,0.0,4.0,22.0,99.0
"JsonExport/The Gluten Free World Ltd_0,0.json",ok,1313,2023-07-08,2024-07-07,14666.25,48145.26,0.0,0.0,4.0,21.0,118.0
JsonExport/THE HIVE SCOTLAND LTD - GetReportByID.json,ok,1179,2024-05-08,2025-05-08,3753.19,35854.71,0.0,0.0,162.0,18.0,295.0
JsonExport/The House Of Dosai - GetReportByID.json,ok,3478,2024-05-16,2025-05-16,151763.09,347611.83,0.0,4.0,1.0,263.0,80.0
JsonExport/The Nail Label Limited.json,ok,798,2024-03-02,2024-12-22,5398.99,25471.77,0.0,0.0,3.0,10.0,25.0
JsonExport/The spirits corner hull Ltd.json,ok,91,2025-10-08,2025-11-19,20.73,12045.59,0.0,0.0,0.0,1.0,3.0
JsonExport/THE SUMI GROUP LTD.json,ok,1537,2025-02-14,2025-06-25,3080.49,201512.55,0.0,0.0,0.0,203.0,96.0
JsonExport/Them Paint Guys Limited.json,ok,194,2024-08-13,2024-12-16,4603.22,61374.17,0.0,0.0,0.0,17.0,42.0
JsonExport/THE_HOP_HOUSE_LTD.json,ok,100,2024-03-13,2024-03-19,1822.02,897.42,0.0,0.0,0.0,41.0,0.0
"JsonExport/THE_HOP_HOUSE_LTD_0,0.json",ok,100,2024-03-13,2024-03-19,1822.02,897.42,0.0,0.0,0.0,41.0,0.0
JsonExport/THE_THIRSTY_TURTLE_LIMITED.json,ok,100,2024-02-05,2024-02-16,0.0,28599.04,0.0,0.0,0.0,0.0,18.0
"JsonExport/THE_THIRSTY_TURTLE_LIMITED_0,0.json",ok,100,2024-02-05,2024-02-16,0.0,28599.04,0.0,0.0,0.0,0.0,18.0
JsonExport/THE_THIRSTY_TURTLE_LIMITED_categorized.json,ok,100,2024-02-05,2024-02-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JsonExport/Thor Ltd.json,ok,410,2024-01-12,2024-10-01,503.92,102171.26,0.0,0.0,0.0,27.0,27.0
JsonExport/Total Math Tutoring Ltd.json,ok,2714,2024-04-09,2025-04-08,115610.23,170284.1,0.0,10.0,0.0,6.0,236.0
JsonExport/Totes Luxe UK LTD.json,ok,4087,2024-07-29,2025-07-28,22704.41,866509.75,0.0,0.0,277.0,159.0,434.0
JsonExport/Town Flooring Ltd - GetReportByID.json,ok,678,2024-10-02,2025-06-02,3689.0,61348.22,0.0,0.0,0.0,5.0,16.0
JsonExport/Tradedesk Team Ltd 2nd app - GetReportByID.json,ok,610,2023-06-21,2024-06-21,21696.01,33148.34,0.0,4.0,1.0,8.0,28.0
"JsonExport/TradeDesk Team Ltd_0,0.json",ok,610,2023-06-21,2024-06-21,21696.01,33148.34,0.0,4.0,1.0,8.0,28.0
JsonExport/TradeDesk Team Ltd_categorized.json,ok,610,2023-06-21,2024-06-21,5227.1,0.0,0.0,4.0,1.0,8.0,1.0
JsonExport/Transactions Report.json,ok,100,2024-01-14,2024-03-05,0.0,21798.02,0.0,0.0,0.0,5.0,6.0
JsonExport/Trim fadeys limited - GetReportByID.json,ok,339,2025-03-09,2025-05-19,0.0,10490.26,0.0,0.0,0.0,47.0,65.0
JsonExport/Trim fadeys limited.json,ok,1272,2025-03-09,2025-11-18,0.0,36694.57,0.0,0.0,0.0,114.0,233.0
JsonExport/TTND Ltd Transaction Report.json,ok,1947,2023-08-16,2024-08-16,72699.46,123211.71,0.0,19.0,5.0,285.0,31.0
"JsonExport/TTND Ltd Transaction Report_0,0.json",ok,1947,2023-08-16,2024-08-16,72699.46,123211.71,0.0,19.0,5.0,285.0,31.0
JsonExport/TTND Ltd Transaction Report_categorized.json,ok,1947,2023-08-16,2024-08-16,31461.85,0.0,0.0,19.0,0.0,292.0,0.0
JsonExport/Uban Limited.json,ok,429,2024-02-05,2024-11-07,162.5,29915.25,0.0,0.0,0.0,0.0,53.0
JsonExport/Ultimate 2020 Group TA Trade Glaze.json,ok,2311,2023-12-30,2024-12-30,150593.47,843290.05,0.0,0.0,4.0,292.0,296.0
JsonExport/Upper6th Consultancy Limited.json,ok,7097,2025-05-11,2026-05-11,83594.69,62797.09,0.0,0.0,56.0,77.0,178.0
JsonExport/Uteachmi Ltd Transaction Report.json,ok,3458,2023-08-13,2024-08-13,5005.82,317615.49,0.0,0.0,2.0,104.0,308.0
"JsonExport/Uteachmi Ltd Transaction Report_0,0.json",ok,3458,2023-08-13,2024-08-13,5005.82,317615.49,0.0,0.0,2.0,104.0,308.0
JsonExport/Uteachmi Ltd Transaction Report_categorized.json,ok,3458,2023-08-13,2024-08-13,2286.8,0.0,0.0,0.0,0.0,626.0,0.0
JsonExport/Vageman Fish Limited.json,ok,407,2024-04-16,2024-09-24,23.02,71321.14,0.0,5.0,0.0,17.0,113.0
